trip_id,operator,vehicle_type,start_station_id,end_station_id,start_time,end_time,duration_min,distance_km,fare_inr,user_type,day_type
TRP0021837,Bounce,Bicycle,BLR028,BLR021,2025-03-16 09:44:00,2025-03-16 09:56:18,12.3,1.92,11.15,Subscriber,Weekend
TRP0021838,Yulu,E-Scooter,BLR041,BLR016,2025-03-16 07:12:00,2025-03-16 07:15:48,3.8,1.18,15.7,Subscriber,Weekend
TRP0021839,Yulu,Bicycle,BLR041,BLR030,2025-03-16 14:35:00,2025-03-16 14:52:00,17.0,3.34,13.5,Casual,Weekend
TRP0021840,Yulu,E-Bike,BLR025,BLR008,2025-03-16 09:30:00,2025-03-16 09:38:06,8.1,1.95,22.15,Subscriber,Weekend
TRP0021841,Yulu,Bicycle,BLR035,BLR010,2025-03-16 16:04:00,2025-03-16 16:19:12,15.2,2.6,12.6,Subscriber,Weekend
TRP0021842,Bounce,E-Bike,BLR029,BLR014,2025-03-16 02:07:00,2025-03-16 02:14:12,7.2,2.19,20.8,Subscriber,Weekend
TRP0021843,Bounce,Bicycle,BLR001,BLR016,2025-03-16 07:13:00,2025-03-16 07:19:30,6.5,1.11,8.25,Subscriber,Weekend
TRP0021844,Bounce,E-Bike,BLR004,BLR004,2025-03-16 02:37:00,2025-03-16 02:40:30,3.5,0.88,15.25,Casual,Weekend
TRP0021845,Bounce,E-Bike,BLR031,BLR026,2025-03-16 06:09:00,2025-03-16 06:19:24,10.4,3.49,25.6,Subscriber,Weekend
TRP0021846,Bounce,Bicycle,BLR001,BLR001,2025-03-16 14:17:00,2025-03-16 14:24:24,7.4,1.46,8.7,Casual,Weekend
TRP0021847,Bounce,Bicycle,BLR001,BLR016,2025-03-16 17:20:00,2025-03-16 17:25:00,5.0,0.86,7.5,Casual,Weekend
TRP0021848,Yulu,E-Bike,BLR026,BLR025,2025-03-16 05:25:00,2025-03-16 05:27:00,2.0,0.39,13.0,Subscriber,Weekend
TRP0021849,Bounce,E-Scooter,BLR010,BLR021,2025-03-16 19:47:00,2025-03-16 20:00:30,13.5,3.6,30.25,Subscriber,Weekend
TRP0021850,Yulu,Bicycle,BLR032,BLR012,2025-03-16 18:52:00,2025-03-16 19:00:42,8.7,1.97,9.35,Casual,Weekend
TRP0021851,Yulu,E-Bike,BLR014,BLR029,2025-03-16 18:33:00,2025-03-16 18:39:30,6.5,1.74,19.75,Subscriber,Weekend
TRP0021852,Yulu,Bicycle,BLR003,BLR014,2025-03-16 14:30:00,2025-03-16 14:41:12,11.2,2.33,10.6,Subscriber,Weekend
TRP0021853,Yulu,E-Bike,BLR003,BLR004,2025-03-16 21:30:00,2025-03-16 21:33:30,3.5,1.0,15.25,Subscriber,Weekend
TRP0021854,Bounce,Bicycle,BLR004,BLR014,2025-03-16 11:42:00,2025-03-16 11:44:42,2.7,0.58,6.35,Subscriber,Weekend
TRP0021855,Bounce,E-Scooter,BLR031,BLR026,2025-03-16 12:57:00,2025-03-16 12:59:00,2.0,0.58,13.0,Casual,Weekend
TRP0021856,Bounce,E-Scooter,BLR001,BLR016,2025-03-16 00:43:00,2025-03-16 00:48:42,5.7,1.58,18.55,Casual,Weekend
TRP0021857,Yulu,Bicycle,BLR032,BLR008,2025-03-16 19:07:00,2025-03-16 19:19:06,12.1,2.1,11.05,Casual,Weekend
TRP0021858,Bounce,E-Scooter,BLR004,BLR003,2025-03-16 14:00:00,2025-03-16 14:12:48,12.8,3.89,29.2,Casual,Weekend
TRP0021859,Bounce,Bicycle,BLR011,BLR011,2025-03-16 07:44:00,2025-03-16 07:46:24,2.4,0.36,6.2,Casual,Weekend
TRP0021860,Yulu,Bicycle,BLR012,BLR021,2025-03-16 21:15:00,2025-03-16 21:17:42,2.7,0.45,6.35,Casual,Weekend
TRP0021861,Yulu,E-Scooter,BLR002,BLR040,2025-03-16 19:13:00,2025-03-16 19:18:00,5.0,1.47,17.5,Subscriber,Weekend
TRP0021862,Bounce,E-Bike,BLR013,BLR012,2025-03-16 05:30:00,2025-03-16 05:46:48,16.8,4.66,35.2,Casual,Weekend
TRP0021863,Yulu,E-Bike,BLR012,BLR012,2025-03-16 11:51:00,2025-03-16 11:57:36,6.6,1.83,19.9,Casual,Weekend
TRP0021864,Bounce,Bicycle,BLR038,BLR016,2025-03-16 17:08:00,2025-03-16 17:14:18,6.3,1.04,8.15,Subscriber,Weekend
TRP0021865,Yulu,Bicycle,BLR016,BLR016,2025-03-16 12:21:00,2025-03-16 12:31:48,10.8,1.96,10.4,Subscriber,Weekend
TRP0021866,Yulu,E-Bike,BLR012,BLR008,2025-03-16 20:32:00,2025-03-16 20:48:48,16.8,4.15,35.2,Casual,Weekend
TRP0021867,Yulu,E-Bike,BLR033,BLR008,2025-03-16 07:07:00,2025-03-16 07:22:18,15.3,3.66,32.95,Subscriber,Weekend
TRP0021868,Bounce,Bicycle,BLR034,BLR042,2025-03-16 16:21:00,2025-03-16 16:35:42,14.7,2.4,12.35,Subscriber,Weekend
TRP0021869,Yulu,Bicycle,BLR027,BLR012,2025-03-16 14:38:00,2025-03-16 14:53:12,15.2,3.24,12.6,Casual,Weekend
TRP0021870,Yulu,E-Bike,BLR023,BLR023,2025-03-16 17:03:00,2025-03-16 17:07:36,4.6,1.47,16.9,Casual,Weekend
TRP0021871,Yulu,Bicycle,BLR003,BLR004,2025-03-16 00:07:00,2025-03-16 00:15:18,8.3,1.21,9.15,Subscriber,Weekend
TRP0021872,Yulu,E-Bike,BLR002,BLR008,2025-03-16 03:43:00,2025-03-16 03:47:18,4.3,1.45,16.45,Subscriber,Weekend
TRP0021873,Yulu,E-Scooter,BLR037,BLR037,2025-03-16 07:27:00,2025-03-16 07:32:54,5.9,2.13,18.85,Subscriber,Weekend
TRP0021874,Bounce,Bicycle,BLR010,BLR010,2025-03-16 10:41:00,2025-03-16 10:45:36,4.6,1.06,7.3,Subscriber,Weekend
TRP0021875,Yulu,E-Scooter,BLR018,BLR032,2025-03-16 19:34:00,2025-03-16 19:40:06,6.1,1.57,19.15,Casual,Weekend
TRP0021876,Bounce,E-Scooter,BLR028,BLR010,2025-03-16 20:51:00,2025-03-16 21:03:54,12.9,3.95,29.35,Casual,Weekend
TRP0021877,Bounce,Bicycle,BLR011,BLR008,2025-03-16 23:48:00,2025-03-17 00:09:30,21.5,3.18,15.75,Casual,Weekend
TRP0021878,Bounce,Bicycle,BLR011,BLR017,2025-03-16 00:17:00,2025-03-16 00:25:54,8.9,1.98,9.45,Casual,Weekend
TRP0021879,Bounce,Bicycle,BLR038,BLR038,2025-03-16 17:24:00,2025-03-16 17:26:00,2.0,0.35,6.0,Casual,Weekend
TRP0021880,Bounce,Bicycle,BLR024,BLR021,2025-03-16 07:56:00,2025-03-16 08:04:06,8.1,1.79,9.05,Casual,Weekend
TRP0021881,Yulu,Bicycle,BLR012,BLR012,2025-03-16 19:47:00,2025-03-16 19:55:42,8.7,1.52,9.35,Subscriber,Weekend
TRP0021882,Bounce,E-Scooter,BLR031,BLR031,2025-03-16 08:59:00,2025-03-16 09:04:36,5.6,1.9,18.4,Subscriber,Weekend
TRP0021883,Yulu,E-Scooter,BLR009,BLR040,2025-03-16 04:14:00,2025-03-16 04:16:00,2.0,0.3,13.0,Casual,Weekend
TRP0021884,Bounce,E-Bike,BLR005,BLR005,2025-03-16 13:28:00,2025-03-16 13:49:12,21.2,5.53,41.8,Subscriber,Weekend
TRP0021885,Bounce,Bicycle,BLR004,BLR002,2025-03-16 15:54:00,2025-03-16 15:57:42,3.7,0.68,6.85,Casual,Weekend
TRP0021886,Yulu,E-Scooter,BLR020,BLR003,2025-03-16 17:34:00,2025-03-16 17:42:24,8.4,2.0,22.6,Subscriber,Weekend
TRP0021887,Yulu,Bicycle,BLR025,BLR016,2025-03-16 21:53:00,2025-03-16 22:29:12,36.2,6.88,23.1,Casual,Weekend
TRP0021888,Yulu,E-Scooter,BLR025,BLR026,2025-03-16 15:23:00,2025-03-16 15:29:00,6.0,2.07,19.0,Subscriber,Weekend
TRP0021889,Bounce,E-Bike,BLR042,BLR042,2025-03-16 10:09:00,2025-03-16 10:12:00,3.0,0.77,14.5,Subscriber,Weekend
TRP0021890,Bounce,Bicycle,BLR024,BLR035,2025-03-16 22:36:00,2025-03-16 22:46:12,10.2,1.79,10.1,Subscriber,Weekend
TRP0021891,Bounce,E-Scooter,BLR006,BLR005,2025-03-16 19:16:00,2025-03-16 19:20:06,4.1,1.12,16.15,Casual,Weekend
TRP0021892,Yulu,E-Bike,BLR026,BLR004,2025-03-16 09:03:00,2025-03-16 09:17:06,14.1,3.77,31.15,Casual,Weekend
TRP0021893,Bounce,Bicycle,BLR030,BLR016,2025-03-16 18:57:00,2025-03-16 18:59:24,2.4,0.54,6.2,Subscriber,Weekend
TRP0021894,Bounce,E-Scooter,BLR006,BLR022,2025-03-16 17:11:00,2025-03-16 17:21:48,10.8,3.03,26.2,Subscriber,Weekend
TRP0021895,Yulu,E-Bike,BLR002,BLR008,2025-03-16 13:46:00,2025-03-16 13:54:24,8.4,2.44,22.6,Subscriber,Weekend
TRP0021896,Bounce,E-Scooter,BLR029,BLR003,2025-03-16 19:04:00,2025-03-16 19:09:24,5.4,1.74,18.1,Casual,Weekend
TRP0021897,Yulu,Bicycle,BLR041,BLR028,2025-03-16 00:20:00,2025-03-16 00:24:18,4.3,0.75,7.15,Subscriber,Weekend
TRP0021898,Yulu,E-Bike,BLR012,BLR013,2025-03-16 20:48:00,2025-03-16 20:52:54,4.9,1.17,17.35,Casual,Weekend
TRP0021899,Bounce,E-Scooter,BLR030,BLR019,2025-03-16 19:07:00,2025-03-16 19:18:12,11.2,3.58,26.8,Subscriber,Weekend
TRP0021900,Bounce,E-Bike,BLR031,BLR004,2025-03-16 17:41:00,2025-03-16 17:43:00,2.0,0.3,13.0,Casual,Weekend
TRP0021901,Yulu,Bicycle,BLR032,BLR031,2025-03-16 15:58:00,2025-03-16 16:17:18,19.3,3.97,14.65,Casual,Weekend
TRP0021902,Bounce,E-Scooter,BLR001,BLR001,2025-03-16 11:12:00,2025-03-16 11:19:54,7.9,2.47,21.85,Subscriber,Weekend
TRP0021903,Bounce,E-Bike,BLR004,BLR014,2025-03-16 15:02:00,2025-03-16 15:05:00,3.0,0.91,14.5,Casual,Weekend
TRP0021904,Bounce,Bicycle,BLR029,BLR040,2025-03-16 21:06:00,2025-03-16 21:10:18,4.3,0.66,7.15,Subscriber,Weekend
TRP0021905,Yulu,E-Bike,BLR040,BLR016,2025-03-16 19:51:00,2025-03-16 20:03:24,12.4,4.26,28.6,Subscriber,Weekend
TRP0021906,Yulu,Bicycle,BLR023,BLR001,2025-03-16 20:38:00,2025-03-16 20:54:30,16.5,2.56,13.25,Casual,Weekend
TRP0021907,Yulu,E-Bike,BLR017,BLR011,2025-03-16 18:58:00,2025-03-16 19:02:24,4.4,1.4,16.6,Subscriber,Weekend
TRP0021908,Yulu,E-Bike,BLR025,BLR033,2025-03-16 04:15:00,2025-03-16 04:22:42,7.7,2.39,21.55,Subscriber,Weekend
TRP0021909,Bounce,Bicycle,BLR006,BLR001,2025-03-16 18:16:00,2025-03-16 18:21:06,5.1,0.83,7.55,Subscriber,Weekend
TRP0021910,Yulu,E-Bike,BLR018,BLR019,2025-03-16 04:03:00,2025-03-16 04:05:00,2.0,0.36,13.0,Subscriber,Weekend
TRP0021911,Yulu,E-Scooter,BLR019,BLR018,2025-03-16 10:30:00,2025-03-16 10:34:36,4.6,1.76,16.9,Subscriber,Weekend
TRP0021912,Bounce,E-Scooter,BLR030,BLR038,2025-03-16 12:53:00,2025-03-16 13:00:54,7.9,1.96,21.85,Casual,Weekend
TRP0021913,Bounce,E-Scooter,BLR010,BLR040,2025-03-16 10:05:00,2025-03-16 10:20:30,15.5,3.75,33.25,Casual,Weekend
TRP0021914,Bounce,Bicycle,BLR036,BLR014,2025-03-16 14:44:00,2025-03-16 14:52:06,8.1,1.51,9.05,Casual,Weekend
TRP0021915,Bounce,E-Scooter,BLR034,BLR019,2025-03-16 11:59:00,2025-03-16 12:05:24,6.4,1.78,19.6,Casual,Weekend
TRP0021916,Yulu,E-Bike,BLR018,BLR038,2025-03-16 13:43:00,2025-03-16 13:46:42,3.7,1.0,15.55,Subscriber,Weekend
TRP0021917,Bounce,Bicycle,BLR039,BLR031,2025-03-16 20:10:00,2025-03-16 20:22:30,12.5,2.84,11.25,Subscriber,Weekend
TRP0021918,Yulu,Bicycle,BLR007,BLR016,2025-03-16 17:08:00,2025-03-16 17:23:18,15.3,2.52,12.65,Subscriber,Weekend
TRP0021919,Bounce,E-Scooter,BLR004,BLR004,2025-03-16 03:33:00,2025-03-16 03:35:00,2.0,0.32,13.0,Casual,Weekend
TRP0021920,Bounce,Bicycle,BLR042,BLR011,2025-03-16 12:56:00,2025-03-16 13:20:30,24.5,3.99,17.25,Casual,Weekend
TRP0021921,Bounce,Bicycle,BLR024,BLR022,2025-03-16 21:31:00,2025-03-16 21:42:54,11.9,2.32,10.95,Subscriber,Weekend
TRP0021922,Yulu,E-Scooter,BLR032,BLR011,2025-03-16 18:46:00,2025-03-16 18:49:06,3.1,1.03,14.65,Casual,Weekend
TRP0021923,Yulu,E-Bike,BLR023,BLR024,2025-03-16 18:50:00,2025-03-16 18:52:00,2.0,0.3,13.0,Casual,Weekend
TRP0021924,Bounce,E-Bike,BLR005,BLR005,2025-03-16 10:43:00,2025-03-16 10:45:06,2.1,0.64,13.15,Subscriber,Weekend
TRP0021925,Yulu,Bicycle,BLR015,BLR022,2025-03-16 17:29:00,2025-03-16 17:43:24,14.4,2.66,12.2,Subscriber,Weekend
TRP0021926,Bounce,Bicycle,BLR005,BLR011,2025-03-16 18:34:00,2025-03-16 18:41:54,7.9,1.38,8.95,Casual,Weekend
TRP0021927,Yulu,Bicycle,BLR027,BLR011,2025-03-16 01:37:00,2025-03-16 01:43:30,6.5,1.11,8.25,Casual,Weekend
TRP0021928,Bounce,Bicycle,BLR021,BLR022,2025-03-16 17:19:00,2025-03-16 17:29:12,10.2,1.52,10.1,Subscriber,Weekend
TRP0021929,Yulu,Bicycle,BLR009,BLR012,2025-03-16 14:27:00,2025-03-16 14:38:18,11.3,1.8,10.65,Subscriber,Weekend
TRP0021930,Yulu,Bicycle,BLR007,BLR007,2025-03-16 15:27:00,2025-03-16 15:31:48,4.8,0.89,7.4,Subscriber,Weekend
TRP0021931,Yulu,Bicycle,BLR020,BLR008,2025-03-16 19:24:00,2025-03-16 19:41:24,17.4,2.9,13.7,Subscriber,Weekend
TRP0021932,Bounce,E-Scooter,BLR030,BLR002,2025-03-16 21:30:00,2025-03-16 21:34:48,4.8,1.15,17.2,Subscriber,Weekend
TRP0021933,Yulu,E-Scooter,BLR007,BLR008,2025-03-16 14:26:00,2025-03-16 14:50:12,24.2,6.72,46.3,Casual,Weekend
TRP0021934,Yulu,Bicycle,BLR035,BLR034,2025-03-16 13:12:00,2025-03-16 13:17:48,5.8,0.86,7.9,Subscriber,Weekend
TRP0021935,Yulu,E-Bike,BLR037,BLR025,2025-03-16 12:18:00,2025-03-16 12:22:30,4.5,1.51,16.75,Casual,Weekend
TRP0021936,Yulu,Bicycle,BLR023,BLR023,2025-03-16 00:02:00,2025-03-16 00:08:30,6.5,1.27,8.25,Subscriber,Weekend
TRP0021937,Yulu,Bicycle,BLR032,BLR012,2025-03-16 22:07:00,2025-03-16 22:13:12,6.2,1.42,8.1,Casual,Weekend
TRP0021938,Bounce,Bicycle,BLR039,BLR034,2025-03-16 16:20:00,2025-03-16 16:34:24,14.4,2.33,12.2,Subscriber,Weekend
TRP0021939,Yulu,E-Scooter,BLR032,BLR010,2025-03-16 07:25:00,2025-03-16 07:34:18,9.3,2.86,23.95,Subscriber,Weekend
TRP0021940,Bounce,E-Scooter,BLR001,BLR031,2025-03-16 15:07:00,2025-03-16 15:13:18,6.3,2.14,19.45,Subscriber,Weekend
TRP0021941,Bounce,Bicycle,BLR031,BLR032,2025-03-16 14:39:00,2025-03-16 14:43:18,4.3,0.96,7.15,Casual,Weekend
TRP0021942,Bounce,Bicycle,BLR001,BLR027,2025-03-16 17:16:00,2025-03-16 17:36:30,20.5,3.29,15.25,Subscriber,Weekend
TRP0021943,Yulu,Bicycle,BLR015,BLR014,2025-03-16 19:09:00,2025-03-16 19:34:12,25.2,3.73,17.6,Casual,Weekend
TRP0021944,Bounce,E-Scooter,BLR042,BLR038,2025-03-16 09:27:00,2025-03-16 09:34:06,7.1,2.28,20.65,Subscriber,Weekend
TRP0021945,Bounce,Bicycle,BLR001,BLR012,2025-03-16 20:35:00,2025-03-16 20:48:06,13.1,2.26,11.55,Casual,Weekend
TRP0021946,Yulu,Bicycle,BLR025,BLR017,2025-03-16 16:26:00,2025-03-16 16:59:12,33.2,5.27,21.6,Subscriber,Weekend
TRP0021947,Yulu,Bicycle,BLR015,BLR002,2025-03-16 13:04:00,2025-03-16 13:06:00,2.0,0.3,6.0,Subscriber,Weekend
TRP0021948,Bounce,E-Scooter,BLR028,BLR001,2025-03-16 20:40:00,2025-03-16 20:50:36,10.6,2.79,25.9,Subscriber,Weekend
TRP0021949,Yulu,E-Scooter,BLR022,BLR038,2025-03-16 17:58:00,2025-03-16 18:09:36,11.6,2.92,27.4,Subscriber,Weekend
TRP0021950,Bounce,Bicycle,BLR010,BLR010,2025-03-16 19:09:00,2025-03-16 19:14:30,5.5,1.24,7.75,Subscriber,Weekend
TRP0021951,Bounce,E-Scooter,BLR038,BLR013,2025-03-16 12:51:00,2025-03-16 12:58:06,7.1,2.17,20.65,Subscriber,Weekend
TRP0021952,Bounce,Bicycle,BLR030,BLR008,2025-03-16 06:32:00,2025-03-16 06:51:00,19.0,3.06,14.5,Casual,Weekend
TRP0021953,Bounce,E-Scooter,BLR029,BLR012,2025-03-16 12:17:00,2025-03-16 12:27:36,10.6,3.0,25.9,Casual,Weekend
TRP0021954,Yulu,E-Bike,BLR023,BLR024,2025-03-16 02:42:00,2025-03-16 02:52:24,10.4,2.67,25.6,Subscriber,Weekend
TRP0021955,Bounce,Bicycle,BLR039,BLR038,2025-03-16 12:12:00,2025-03-16 12:29:06,17.1,3.48,13.55,Subscriber,Weekend
TRP0021956,Yulu,Bicycle,BLR025,BLR025,2025-03-16 23:44:00,2025-03-16 23:47:12,3.2,0.56,6.6,Subscriber,Weekend
TRP0021957,Yulu,E-Scooter,BLR040,BLR040,2025-03-16 16:16:00,2025-03-16 16:25:12,9.2,2.31,23.8,Subscriber,Weekend
TRP0021958,Yulu,E-Scooter,BLR023,BLR012,2025-03-16 21:38:00,2025-03-16 21:48:30,10.5,3.55,25.75,Subscriber,Weekend
TRP0021959,Bounce,Bicycle,BLR005,BLR021,2025-03-16 17:52:00,2025-03-16 18:07:48,15.8,2.65,12.9,Subscriber,Weekend
TRP0021960,Yulu,E-Scooter,BLR019,BLR002,2025-03-16 07:04:00,2025-03-16 07:14:06,10.1,2.82,25.15,Subscriber,Weekend
TRP0021961,Bounce,Bicycle,BLR005,BLR002,2025-03-16 11:55:00,2025-03-16 12:03:54,8.9,1.32,9.45,Subscriber,Weekend
TRP0021962,Bounce,E-Bike,BLR029,BLR038,2025-03-16 02:25:00,2025-03-16 02:27:18,2.3,0.58,13.45,Subscriber,Weekend
TRP0021963,Yulu,E-Scooter,BLR027,BLR008,2025-03-16 16:30:00,2025-03-16 16:39:12,9.2,2.31,23.8,Subscriber,Weekend
TRP0021964,Bounce,Bicycle,BLR034,BLR034,2025-03-16 20:03:00,2025-03-16 20:06:18,3.3,0.71,6.65,Subscriber,Weekend
TRP0021965,Yulu,E-Bike,BLR016,BLR030,2025-03-16 20:44:00,2025-03-16 21:02:54,18.9,4.3,38.35,Casual,Weekend
TRP0021966,Bounce,E-Scooter,BLR006,BLR005,2025-03-16 13:01:00,2025-03-16 13:08:06,7.1,2.56,20.65,Casual,Weekend
TRP0021967,Yulu,E-Scooter,BLR009,BLR018,2025-03-16 16:13:00,2025-03-16 16:19:36,6.6,2.48,19.9,Subscriber,Weekend
TRP0021968,Yulu,E-Bike,BLR015,BLR018,2025-03-16 17:59:00,2025-03-16 18:25:12,26.2,6.02,49.3,Subscriber,Weekend
TRP0021969,Bounce,E-Scooter,BLR021,BLR005,2025-03-16 16:17:00,2025-03-16 16:26:30,9.5,2.72,24.25,Subscriber,Weekend
TRP0021970,Yulu,E-Scooter,BLR020,BLR020,2025-03-16 22:16:00,2025-03-16 22:26:36,10.6,4.12,25.9,Subscriber,Weekend
TRP0021971,Yulu,E-Scooter,BLR025,BLR005,2025-03-16 13:23:00,2025-03-16 13:30:12,7.2,2.72,20.8,Casual,Weekend
TRP0021972,Yulu,E-Scooter,BLR018,BLR032,2025-03-16 12:57:00,2025-03-16 12:59:48,2.8,0.91,14.2,Subscriber,Weekend
TRP0021973,Yulu,E-Scooter,BLR033,BLR040,2025-03-16 18:50:00,2025-03-16 18:54:54,4.9,1.78,17.35,Subscriber,Weekend
TRP0021974,Yulu,E-Bike,BLR019,BLR026,2025-03-16 11:26:00,2025-03-16 11:32:00,6.0,1.33,19.0,Casual,Weekend
TRP0021975,Bounce,Bicycle,BLR031,BLR016,2025-03-16 07:31:00,2025-03-16 07:47:12,16.2,3.06,13.1,Casual,Weekend
TRP0021976,Bounce,E-Scooter,BLR024,BLR002,2025-03-16 12:59:00,2025-03-16 13:03:18,4.3,1.03,16.45,Subscriber,Weekend
TRP0021977,Bounce,E-Scooter,BLR030,BLR023,2025-03-16 11:16:00,2025-03-16 11:37:00,21.0,5.37,41.5,Casual,Weekend
TRP0021978,Yulu,E-Scooter,BLR041,BLR038,2025-03-16 17:55:00,2025-03-16 18:00:48,5.8,2.22,18.7,Casual,Weekend
TRP0021979,Bounce,E-Bike,BLR028,BLR027,2025-03-16 07:53:00,2025-03-16 08:04:18,11.3,3.57,26.95,Subscriber,Weekend
TRP0021980,Yulu,E-Bike,BLR041,BLR021,2025-03-16 15:11:00,2025-03-16 15:16:42,5.7,1.38,18.55,Subscriber,Weekend
TRP0021981,Yulu,E-Scooter,BLR032,BLR010,2025-03-16 15:13:00,2025-03-16 15:22:06,9.1,2.96,23.65,Subscriber,Weekend
TRP0021982,Bounce,E-Bike,BLR028,BLR027,2025-03-16 13:34:00,2025-03-16 13:38:48,4.8,1.36,17.2,Subscriber,Weekend
TRP0021983,Yulu,Bicycle,BLR025,BLR010,2025-03-16 14:41:00,2025-03-16 14:55:30,14.5,2.14,12.25,Subscriber,Weekend
TRP0021984,Yulu,E-Scooter,BLR015,BLR009,2025-03-16 10:11:00,2025-03-16 10:14:42,3.7,1.02,15.55,Subscriber,Weekend
TRP0021985,Bounce,E-Scooter,BLR030,BLR029,2025-03-16 09:08:00,2025-03-16 09:16:36,8.6,2.26,22.9,Casual,Weekend
TRP0021986,Yulu,E-Scooter,BLR023,BLR017,2025-03-16 12:30:00,2025-03-16 12:32:00,2.0,0.5,13.0,Subscriber,Weekend
TRP0021987,Yulu,Bicycle,BLR002,BLR002,2025-03-16 05:07:00,2025-03-16 05:09:24,2.4,0.51,6.2,Subscriber,Weekend
TRP0021988,Bounce,E-Scooter,BLR031,BLR032,2025-03-16 12:01:00,2025-03-16 12:03:12,2.2,0.52,13.3,Casual,Weekend
TRP0021989,Yulu,E-Scooter,BLR027,BLR028,2025-03-16 10:24:00,2025-03-16 10:32:24,8.4,2.19,22.6,Casual,Weekend
TRP0021990,Bounce,E-Bike,BLR013,BLR012,2025-03-16 11:30:00,2025-03-16 11:40:12,10.2,2.68,25.3,Subscriber,Weekend
TRP0021991,Bounce,E-Scooter,BLR010,BLR027,2025-03-16 21:02:00,2025-03-16 21:13:54,11.9,2.94,27.85,Casual,Weekend
TRP0021992,Yulu,E-Scooter,BLR019,BLR014,2025-03-16 22:17:00,2025-03-16 22:24:24,7.4,2.68,21.1,Subscriber,Weekend
TRP0021993,Bounce,E-Bike,BLR006,BLR040,2025-03-16 21:18:00,2025-03-16 21:20:42,2.7,0.91,14.05,Subscriber,Weekend
TRP0021994,Yulu,Bicycle,BLR019,BLR011,2025-03-16 15:12:00,2025-03-16 15:14:00,2.0,0.3,6.0,Subscriber,Weekend
TRP0021995,Yulu,E-Bike,BLR016,BLR017,2025-03-16 11:33:00,2025-03-16 11:35:06,2.1,0.67,13.15,Subscriber,Weekend
TRP0021996,Bounce,E-Scooter,BLR042,BLR005,2025-03-16 13:44:00,2025-03-16 13:46:00,2.0,0.3,13.0,Casual,Weekend
TRP0021997,Yulu,E-Bike,BLR025,BLR012,2025-03-16 13:31:00,2025-03-16 13:35:36,4.6,1.62,16.9,Subscriber,Weekend
TRP0021998,Yulu,E-Bike,BLR022,BLR021,2025-03-16 17:39:00,2025-03-16 17:43:00,4.0,0.92,16.0,Subscriber,Weekend
TRP0021999,Yulu,Bicycle,BLR037,BLR036,2025-03-16 16:25:00,2025-03-16 16:32:12,7.2,1.36,8.6,Casual,Weekend
TRP0022000,Bounce,E-Scooter,BLR039,BLR007,2025-03-16 17:48:00,2025-03-16 18:11:30,23.5,5.67,45.25,Subscriber,Weekend
TRP0022001,Bounce,E-Scooter,BLR011,BLR040,2025-03-16 17:21:00,2025-03-16 17:31:06,10.1,2.61,25.15,Subscriber,Weekend
TRP0022002,Bounce,Bicycle,BLR006,BLR001,2025-03-16 03:15:00,2025-03-16 03:19:36,4.6,1.03,7.3,Subscriber,Weekend
TRP0022003,Yulu,E-Scooter,BLR032,BLR030,2025-03-16 11:00:00,2025-03-16 11:15:12,15.2,4.12,32.8,Subscriber,Weekend
TRP0022004,Bounce,Bicycle,BLR010,BLR010,2025-03-16 20:17:00,2025-03-16 20:20:18,3.3,0.56,6.65,Casual,Weekend
TRP0022005,Bounce,E-Bike,BLR021,BLR021,2025-03-16 21:56:00,2025-03-16 22:01:18,5.3,1.48,17.95,Subscriber,Weekend
TRP0022006,Bounce,Bicycle,BLR011,BLR011,2025-03-16 22:53:00,2025-03-16 22:56:00,3.0,0.48,6.5,Subscriber,Weekend
TRP0022007,Yulu,E-Bike,BLR037,BLR009,2025-03-16 20:30:00,2025-03-16 20:43:36,13.6,3.85,30.4,Subscriber,Weekend
TRP0022008,Yulu,Bicycle,BLR025,BLR032,2025-03-16 17:07:00,2025-03-16 17:11:30,4.5,0.75,7.25,Subscriber,Weekend
TRP0022009,Bounce,Bicycle,BLR039,BLR038,2025-03-16 14:22:00,2025-03-16 14:24:18,2.3,0.39,6.15,Casual,Weekend
TRP0022010,Yulu,Bicycle,BLR009,BLR016,2025-03-16 18:05:00,2025-03-16 18:09:36,4.6,0.9,7.3,Subscriber,Weekend
TRP0022011,Bounce,Bicycle,BLR042,BLR033,2025-03-16 18:53:00,2025-03-16 19:05:42,12.7,1.95,11.35,Subscriber,Weekend
TRP0022012,Bounce,E-Scooter,BLR042,BLR042,2025-03-16 10:17:00,2025-03-16 10:19:06,2.1,0.7,13.15,Subscriber,Weekend
TRP0022013,Yulu,Bicycle,BLR041,BLR040,2025-03-16 18:57:00,2025-03-16 19:03:48,6.8,1.13,8.4,Subscriber,Weekend
TRP0022014,Bounce,E-Bike,BLR004,BLR010,2025-03-16 19:45:00,2025-03-16 19:51:54,6.9,1.58,20.35,Subscriber,Weekend
TRP0022015,Yulu,E-Bike,BLR032,BLR031,2025-03-16 17:16:00,2025-03-16 17:28:24,12.4,3.14,28.6,Casual,Weekend
TRP0022016,Bounce,Bicycle,BLR001,BLR001,2025-03-16 06:01:00,2025-03-16 06:05:48,4.8,0.7,7.4,Subscriber,Weekend
TRP0022017,Bounce,Bicycle,BLR028,BLR025,2025-03-16 00:07:00,2025-03-16 00:15:54,8.9,1.75,9.45,Casual,Weekend
TRP0022018,Yulu,Bicycle,BLR026,BLR027,2025-03-16 15:59:00,2025-03-16 16:05:24,6.4,1.19,8.2,Casual,Weekend
